Name,Category,Price,Quality
QuestLegends,Deportes,34177,70
LegendsDragon,Accion,47761,81
GalaxyGalaxy,Simulacion,26564,21
WarriorGalaxy,Aventura,1188,58
EmpireLegends,Aventura,35705,89
GalaxyLegends,Accion,49285,41
DragonQuest,Aventura,51423,19
QuestDragon,Estrategia,46667,52
LegendsLegends,Accion,36996,83
DragonWarrior,Aventura,24768,23
EmpireLegends,Accion,24875,82
LegendsWarrior,Accion,39406,11
LegendsWarrior,Simulacion,51630,51
LegendsEmpire,Estrategia,63199,73
DragonLegends,Accion,9652,59
DragonEmpire,Aventura,60001,68
EmpireGalaxy,RPG,24857,77
QuestDragon,RPG,15836,54
QuestLegends,RPG,11947,36
EmpireLegends,Aventura,23701,10
DragonEmpire,Aventura,9529,4
LegendsDragon,Aventura,68060,80
WarriorQuest,RPG,53173,49
DragonDragon,Simulacion,24683,94
EmpireLegends,Estrategia,32141,75
EmpireQuest,Deportes,14020,64
GalaxyQuest,Simulacion,42657,55
WarriorDragon,RPG,32312,82
GalaxyDragon,Simulacion,11440,61
EmpireLegends,Aventura,63255,76
DragonQuest,RPG,23697,23
WarriorGalaxy,Simulacion,51290,7
DragonLegends,RPG,48842,73
EmpireEmpire,Simulacion,2181,11
GalaxyGalaxy,Simulacion,23517,82
LegendsEmpire,Deportes,35874,50
GalaxyLegends,RPG,17065,53
DragonWarrior,Accion,22324,47
LegendsEmpire,Estrategia,52796,19
DragonLegends,Aventura,53875,21
LegendsGalaxy,Accion,66793,15
GalaxyLegends,Estrategia,35488,100
QuestEmpire,Estrategia,13341,32
GalaxyEmpire,Deportes,29214,64
GalaxyGalaxy,RPG,62661,49
WarriorLegends,Estrategia,14947,36
GalaxyWarrior,Simulacion,19553,56
WarriorEmpire,Simulacion,18979,7
LegendsWarrior,RPG,14545,32
EmpireEmpire,Aventura,17269,67
QuestWarrior,Estrategia,49154,93
DragonDragon,Estrategia,62834,64
QuestGalaxy,Accion,17488,82
GalaxyWarrior,Accion,41892,34
WarriorEmpire,RPG,37419,29
GalaxyLegends,Deportes,62614,97
DragonWarrior,Aventura,55544,71
DragonWarrior,Simulacion,20096,58
EmpireLegends,Estrategia,39315,76
LegendsQuest,Accion,56760,68
WarriorDragon,RPG,22556,88
QuestGalaxy,Deportes,69654,7
EmpireDragon,Aventura,54833,44
DragonGalaxy,Accion,47505,94
DragonDragon,Estrategia,34458,48
LegendsDragon,Estrategia,63349,59
EmpireQuest,Simulacion,67523,32
GalaxyGalaxy,Aventura,61165,1
EmpireGalaxy,Accion,53500,3
GalaxyGalaxy,Estrategia,22961,95
WarriorQuest,Estrategia,26239,62
WarriorGalaxy,Estrategia,25089,4
GalaxyQuest,Deportes,1825,97
WarriorQuest,Accion,46369,88
WarriorWarrior,Simulacion,55417,84
QuestEmpire,RPG,18026,65
EmpireGalaxy,Aventura,16912,92
DragonWarrior,Estrategia,26234,42
WarriorEmpire,Deportes,31517,26
LegendsQuest,Accion,22625,62
LegendsLegends,Deportes,56302,58
DragonDragon,Accion,39688,28
LegendsEmpire,RPG,28544,99
QuestGalaxy,Deportes,27312,85
WarriorGalaxy,RPG,44204,32
EmpireWarrior,Simulacion,31017,74
WarriorDragon,Deportes,15822,87
EmpireDragon,Aventura,54984,75
EmpireDragon,Accion,41362,90
QuestWarrior,Accion,12791,66
DragonQuest,RPG,24519,74
DragonDragon,Accion,24898,76
LegendsDragon,Accion,38865,64
EmpireWarrior,Aventura,12371,46
EmpireQuest,Accion,23188,1
WarriorGalaxy,Accion,20845,51
WarriorLegends,Aventura,57086,33
QuestDragon,Estrategia,12454,100
WarriorDragon,Simulacion,24050,41
QuestLegends,Simulacion,21854,3
QuestDragon,Deportes,48573,35
DragonQuest,Accion,64379,18
QuestGalaxy,Accion,42638,73
WarriorGalaxy,Estrategia,42404,85
LegendsQuest,Aventura,48184,50
LegendsGalaxy,Estrategia,44071,49
GalaxyQuest,Simulacion,808,28
WarriorQuest,Aventura,45758,89
DragonQuest,Deportes,3668,52
QuestGalaxy,RPG,51093,11
GalaxyDragon,Estrategia,7339,5
LegendsEmpire,RPG,34124,60
EmpireLegends,Deportes,35673,59
LegendsEmpire,Aventura,41206,42
QuestEmpire,Simulacion,11280,18
EmpireLegends,Aventura,38984,52
DragonEmpire,Simulacion,5246,48
WarriorDragon,Estrategia,67231,99
WarriorWarrior,Deportes,38041,29
GalaxyEmpire,RPG,65798,35
WarriorQuest,Accion,14375,93
WarriorEmpire,Accion,25525,78
QuestDragon,Aventura,27694,25
LegendsGalaxy,Accion,22474,12
GalaxyQuest,Accion,42418,39
DragonQuest,Simulacion,65054,57
EmpireDragon,Simulacion,3053,13
WarriorWarrior,RPG,21464,40
DragonQuest,RPG,23691,22
QuestLegends,RPG,5634,59
EmpireLegends,Deportes,67296,61
GalaxyDragon,RPG,62201,85
DragonGalaxy,Deportes,58907,46
QuestDragon,Estrategia,50778,9
QuestQuest,Simulacion,45513,86
GalaxyQuest,RPG,712,55
QuestDragon,Aventura,54823,27
EmpireLegends,Simulacion,65380,67
QuestEmpire,Aventura,3829,41
WarriorQuest,Estrategia,40660,51
EmpireQuest,Deportes,69052,35
QuestDragon,Estrategia,8889,94
DragonGalaxy,Deportes,24689,69
WarriorDragon,Estrategia,32914,32
LegendsLegends,Simulacion,18459,65
QuestGalaxy,RPG,42101,66
QuestQuest,RPG,967,2
EmpireQuest,Estrategia,57479,24
WarriorEmpire,Simulacion,48099,41
LegendsLegends,RPG,32518,96
WarriorWarrior,Estrategia,37492,41
LegendsGalaxy,Estrategia,1437,36
QuestDragon,RPG,19774,6
QuestLegends,RPG,2415,5
QuestGalaxy,Accion,26593,4
QuestEmpire,Aventura,2548,24
QuestLegends,Deportes,46848,15
LegendsGalaxy,Estrategia,69035,12
WarriorWarrior,Accion,57867,17
DragonWarrior,Aventura,42984,67
GalaxyGalaxy,RPG,12664,52
QuestEmpire,Simulacion,7434,62
LegendsQuest,Aventura,24928,95
LegendsDragon,Deportes,17037,48
LegendsLegends,RPG,10758,48
QuestDragon,Simulacion,5467,37
QuestGalaxy,Simulacion,17617,99
LegendsWarrior,Estrategia,22589,29
LegendsGalaxy,Accion,54844,26
DragonDragon,RPG,63948,27
EmpireWarrior,Deportes,6566,56
GalaxyQuest,Aventura,13743,25
WarriorGalaxy,Estrategia,13361,5
WarriorLegends,Deportes,43713,6
EmpireQuest,Accion,45379,27
EmpireEmpire,Simulacion,61130,4
EmpireGalaxy,Simulacion,41744,22
LegendsGalaxy,Deportes,10558,85
QuestEmpire,Accion,51233,40
GalaxyEmpire,Accion,11765,76
LegendsLegends,Aventura,40372,82
GalaxyQuest,Estrategia,56810,18
DragonGalaxy,Aventura,20006,97
EmpireLegends,Estrategia,17407,3
WarriorDragon,RPG,15878,2
LegendsLegends,Simulacion,38260,63
QuestQuest,Deportes,17453,58
WarriorEmpire,Estrategia,61869,20
WarriorQuest,Aventura,40551,88
WarriorDragon,Accion,23057,14
QuestQuest,Estrategia,44203,28
WarriorQuest,RPG,48239,83
WarriorDragon,Accion,35338,16
LegendsQuest,Deportes,26995,36
DragonDragon,Simulacion,2252,54
WarriorEmpire,RPG,4591,25
WarriorWarrior,Simulacion,29866,19
WarriorLegends,Deportes,67245,9
WarriorDragon,Simulacion,36791,3
DragonWarrior,RPG,47721,44
DragonWarrior,Deportes,47764,28
WarriorQuest,Simulacion,29497,36
EmpireLegends,RPG,17397,23
WarriorEmpire,Estrategia,69199,86
DragonEmpire,RPG,39292,14
DragonGalaxy,Simulacion,15270,58
WarriorQuest,RPG,19919,30
GalaxyGalaxy,Simulacion,35132,51
LegendsLegends,Accion,55099,44
LegendsDragon,Estrategia,24686,27
EmpireEmpire,Estrategia,68940,68
LegendsLegends,Estrategia,37739,26
WarriorWarrior,Accion,47506,49
QuestQuest,RPG,66195,67
LegendsLegends,Aventura,35293,51
LegendsQuest,Estrategia,69894,26
GalaxyWarrior,Estrategia,21086,89
WarriorLegends,Simulacion,22350,48
DragonEmpire,RPG,25126,16
LegendsDragon,Deportes,13200,17
EmpireLegends,Aventura,15869,38
LegendsGalaxy,Accion,5865,33
EmpireWarrior,RPG,51535,39
LegendsQuest,Simulacion,66330,85
EmpireQuest,RPG,29835,93
LegendsGalaxy,Estrategia,40184,65
QuestWarrior,Deportes,7724,28
EmpireEmpire,Aventura,52352,21
QuestEmpire,Deportes,51343,32
LegendsDragon,RPG,54720,93
EmpireGalaxy,Estrategia,1141,68
WarriorDragon,RPG,56042,13
DragonLegends,Simulacion,62214,41
WarriorGalaxy,RPG,19448,65
DragonLegends,RPG,19760,39
LegendsEmpire,RPG,3838,64
LegendsDragon,Estrategia,28009,76
LegendsGalaxy,RPG,30721,13
EmpireQuest,Accion,17916,73
EmpireLegends,Accion,46726,19
DragonQuest,Aventura,64091,26
QuestWarrior,Accion,55593,0
GalaxyDragon,Aventura,51700,40
QuestDragon,Accion,48039,37
GalaxyDragon,RPG,32971,11
QuestLegends,Simulacion,10421,74
WarriorQuest,Simulacion,11759,45
QuestWarrior,Accion,29422,55
DragonWarrior,Deportes,442,64
QuestWarrior,Accion,25766,46
DragonDragon,Accion,56714,40
GalaxyEmpire,Estrategia,43209,77
QuestWarrior,Simulacion,3436,65
GalaxyGalaxy,Deportes,4062,3
GalaxyLegends,Deportes,46713,34
GalaxyGalaxy,RPG,49326,58
DragonWarrior,Deportes,13738,61
LegendsEmpire,Aventura,7425,98
GalaxyQuest,Accion,31660,37
QuestGalaxy,Estrategia,19483,78
EmpireLegends,Simulacion,63933,23
QuestLegends,Deportes,65960,77
EmpireDragon,RPG,41603,1
LegendsGalaxy,Estrategia,60564,74
QuestEmpire,Aventura,54784,30
QuestEmpire,Estrategia,43800,25
DragonQuest,Deportes,11721,68
GalaxyGalaxy,Aventura,59581,25
WarriorWarrior,Estrategia,2044,67
DragonEmpire,Aventura,33167,68
EmpireQuest,Simulacion,43653,34
EmpireLegends,RPG,44305,50
LegendsQuest,Deportes,11306,12
LegendsWarrior,Aventura,33468,22
QuestWarrior,RPG,63201,89
QuestLegends,Accion,2756,100
LegendsQuest,Simulacion,22796,72
LegendsWarrior,RPG,10855,71
DragonWarrior,Estrategia,25219,65
QuestEmpire,Aventura,66069,91
QuestWarrior,Simulacion,34854,96
LegendsDragon,Accion,57345,87
DragonLegends,Estrategia,44084,37
GalaxyEmpire,Deportes,29274,43
DragonGalaxy,Deportes,31434,4
WarriorDragon,Aventura,54717,5
WarriorQuest,Estrategia,28277,80
EmpireWarrior,Deportes,31654,36
WarriorLegends,Accion,21272,27
QuestEmpire,Deportes,67469,36
QuestGalaxy,Aventura,22225,7
WarriorDragon,Aventura,64481,66
LegendsGalaxy,Accion,12434,68
DragonLegends,Accion,9039,29
QuestWarrior,Deportes,8966,90
GalaxyGalaxy,Estrategia,54708,74
GalaxyEmpire,Deportes,19299,32
EmpireEmpire,Simulacion,30837,23
QuestDragon,Accion,46580,62
LegendsLegends,Aventura,60585,93
EmpireEmpire,Accion,63091,40
WarriorGalaxy,Simulacion,52957,47
DragonQuest,Simulacion,10202,53
GalaxyLegends,Simulacion,10410,31
GalaxyWarrior,Aventura,41863,65
QuestEmpire,Accion,38783,78
QuestDragon,Deportes,47979,15
WarriorLegends,RPG,44550,28
LegendsEmpire,Simulacion,10730,10
WarriorDragon,Estrategia,67727,34
GalaxyDragon,Simulacion,17992,77
EmpireDragon,Simulacion,57067,44
DragonWarrior,Deportes,47749,84
WarriorQuest,RPG,10756,93
WarriorDragon,Deportes,37707,25
DragonLegends,Aventura,46696,95
QuestWarrior,Simulacion,13284,18
DragonQuest,Estrategia,55125,7
WarriorQuest,RPG,64400,58
GalaxyEmpire,Estrategia,69633,18
LegendsGalaxy,Aventura,3362,22
DragonQuest,Accion,49824,93
DragonQuest,Deportes,63042,93
EmpireQuest,Deportes,65305,25
LegendsLegends,Estrategia,12304,35
QuestGalaxy,Simulacion,20888,24
WarriorLegends,Estrategia,12058,6
EmpireWarrior,Simulacion,51511,62
WarriorLegends,RPG,65209,70
DragonGalaxy,Aventura,2839,18
QuestEmpire,Aventura,26161,47
EmpireDragon,Accion,67784,61
WarriorDragon,Simulacion,60360,72
EmpireGalaxy,Simulacion,19709,39
WarriorWarrior,Aventura,22285,49
EmpireDragon,Accion,37646,84
GalaxyQuest,Estrategia,9092,84
DragonEmpire,Simulacion,69467,12
QuestWarrior,RPG,13710,64
WarriorQuest,Estrategia,25439,80
DragonLegends,RPG,68807,73
EmpireGalaxy,Simulacion,16744,91
GalaxyQuest,Deportes,63773,50
DragonWarrior,Estrategia,63787,11
QuestDragon,Simulacion,17051,13
EmpireLegends,Accion,22637,86
EmpireQuest,Deportes,18590,27
DragonDragon,Accion,18112,3
DragonWarrior,Aventura,28866,70
WarriorEmpire,Estrategia,13551,19
DragonWarrior,Deportes,56594,48
WarriorEmpire,Deportes,49928,79
GalaxyQuest,Simulacion,8943,59
GalaxyWarrior,Simulacion,10175,4
WarriorQuest,Simulacion,34506,16
LegendsLegends,Estrategia,53668,39
GalaxyDragon,Accion,12426,49
EmpireEmpire,Aventura,20307,33
WarriorDragon,Accion,9594,63
WarriorEmpire,RPG,28414,18
QuestDragon,Estrategia,13430,38
GalaxyWarrior,Aventura,59647,46
LegendsGalaxy,Simulacion,41382,33
GalaxyQuest,Simulacion,55110,61
EmpireWarrior,Simulacion,15241,80
DragonEmpire,Simulacion,20122,47
DragonDragon,Estrategia,12200,66
WarriorLegends,Simulacion,18821,18
GalaxyDragon,RPG,64723,35
WarriorEmpire,Deportes,24285,68
LegendsGalaxy,Estrategia,4037,70
LegendsWarrior,Simulacion,67218,68
LegendsWarrior,Deportes,37161,5
DragonEmpire,Estrategia,46387,51
QuestWarrior,Estrategia,33976,56
DragonEmpire,Deportes,41111,55
QuestGalaxy,Accion,53023,71
DragonGalaxy,Accion,55880,14
DragonLegends,Estrategia,31529,72
WarriorLegends,Accion,55975,75
QuestWarrior,RPG,23367,40
EmpireWarrior,Estrategia,57919,77
QuestEmpire,Deportes,59243,86
EmpireWarrior,Deportes,34409,66
GalaxyLegends,Aventura,56467,63
LegendsQuest,Aventura,28514,70
DragonEmpire,Estrategia,51079,30
EmpireGalaxy,Simulacion,21803,10
EmpireGalaxy,Aventura,15214,55
WarriorDragon,RPG,29782,18
QuestWarrior,Deportes,68028,38
WarriorWarrior,Estrategia,12548,82
WarriorLegends,Simulacion,46169,45
DragonEmpire,RPG,40326,42
LegendsDragon,Deportes,10348,98
GalaxyGalaxy,Simulacion,45781,36
WarriorGalaxy,RPG,17315,43
WarriorEmpire,Estrategia,25405,88
LegendsGalaxy,Deportes,6698,26
GalaxyGalaxy,RPG,26242,48
QuestDragon,Accion,62496,57
DragonEmpire,Accion,18150,4
DragonLegends,Aventura,68121,15
EmpireDragon,Accion,44334,80
DragonWarrior,RPG,642,76
GalaxyLegends,Aventura,993,3
WarriorDragon,Deportes,12827,60
DragonWarrior,RPG,21330,73
DragonGalaxy,Estrategia,51414,73
DragonWarrior,Simulacion,27547,40
QuestGalaxy,Estrategia,34273,66
WarriorWarrior,Simulacion,24565,89
WarriorDragon,Deportes,18878,94
WarriorDragon,Aventura,52506,11
WarriorQuest,RPG,9740,62
LegendsDragon,Estrategia,4396,31
GalaxyWarrior,Aventura,34479,10
GalaxyQuest,Estrategia,1036,0
WarriorEmpire,Deportes,39330,93
WarriorQuest,Deportes,15561,17
WarriorGalaxy,Deportes,10823,98
EmpireQuest,Estrategia,30968,63
WarriorLegends,Simulacion,23076,34
GalaxyGalaxy,Accion,22984,18
WarriorEmpire,RPG,69339,20
WarriorWarrior,Aventura,49446,90
QuestEmpire,Deportes,31856,16
GalaxyEmpire,Aventura,33549,50
DragonDragon,Accion,1503,35
LegendsGalaxy,Simulacion,57777,31
GalaxyGalaxy,Estrategia,12855,56
LegendsWarrior,Deportes,32564,12
QuestGalaxy,Deportes,18167,68
EmpireLegends,Accion,66589,20
QuestGalaxy,RPG,48548,96
GalaxyQuest,Deportes,2574,55
QuestLegends,Aventura,64668,13
WarriorEmpire,Aventura,28890,27
GalaxyEmpire,Accion,57987,10
GalaxyLegends,Accion,55286,37
DragonDragon,Deportes,59213,56
QuestEmpire,Deportes,50268,45
GalaxyGalaxy,RPG,54257,45
DragonDragon,Estrategia,25860,96
GalaxyLegends,Deportes,16293,87
QuestQuest,Aventura,57751,98
WarriorQuest,Deportes,387,5
DragonQuest,Deportes,22710,75
DragonEmpire,RPG,27255,53
EmpireLegends,Deportes,18042,22
DragonGalaxy,RPG,7577,23
DragonWarrior,Accion,61875,76
DragonDragon,RPG,27595,41
EmpireEmpire,Estrategia,42730,95
QuestQuest,Accion,66460,60
EmpireLegends,Deportes,48330,63
WarriorQuest,Accion,58947,28
EmpireQuest,Simulacion,45810,78
DragonQuest,Estrategia,1263,45
DragonGalaxy,Aventura,69956,59
LegendsEmpire,RPG,46891,45
GalaxyWarrior,Deportes,29243,63
EmpireGalaxy,RPG,65978,77
WarriorQuest,Deportes,26722,57
QuestEmpire,Simulacion,40766,32
WarriorLegends,Estrategia,53231,66
QuestWarrior,Accion,37850,65
LegendsLegends,Deportes,60207,94
GalaxyDragon,RPG,7580,25
EmpireQuest,Accion,16312,7
DragonLegends,Simulacion,58826,32
QuestGalaxy,Aventura,12102,17
LegendsQuest,Accion,5709,27
WarriorLegends,Estrategia,28543,31
LegendsQuest,RPG,5002,50
EmpireDragon,RPG,41972,44
QuestQuest,Accion,66978,58
WarriorLegends,Deportes,26960,76
DragonEmpire,Accion,31203,42
GalaxyWarrior,Accion,54024,83
EmpireEmpire,Simulacion,39800,33
DragonEmpire,RPG,63410,43
WarriorDragon,RPG,58770,55
QuestWarrior,Estrategia,11451,59
EmpireLegends,RPG,50680,24
DragonLegends,Aventura,5834,83
WarriorWarrior,RPG,21951,67
LegendsEmpire,Accion,21299,20
QuestWarrior,Deportes,30100,67
QuestLegends,Estrategia,50634,15
WarriorQuest,Deportes,4747,43
LegendsLegends,Estrategia,45449,93
EmpireQuest,RPG,45581,55
EmpireQuest,Estrategia,68666,47
EmpireGalaxy,Aventura,1372,66
EmpireQuest,Aventura,45195,89
GalaxyEmpire,Simulacion,53493,57
LegendsDragon,Deportes,46472,83
DragonWarrior,Aventura,58524,49
DragonDragon,Simulacion,47603,27
DragonGalaxy,Accion,10368,74
DragonLegends,Accion,58254,62
WarriorWarrior,Estrategia,53213,85
GalaxyWarrior,Simulacion,32090,11
DragonLegends,Aventura,13485,94
EmpireDragon,RPG,19625,41
EmpireGalaxy,Estrategia,69287,53
EmpireWarrior,RPG,18456,60
DragonGalaxy,RPG,6921,26
GalaxyLegends,Accion,45042,74
WarriorWarrior,Deportes,10137,65
QuestEmpire,Accion,34884,34
QuestQuest,Aventura,49778,77
GalaxyDragon,Deportes,34129,86
DragonQuest,Simulacion,37641,25
DragonWarrior,Simulacion,28025,13
GalaxyGalaxy,Simulacion,951,36
LegendsWarrior,Aventura,37213,35
LegendsQuest,Simulacion,43959,79
LegendsEmpire,Aventura,38618,84
QuestGalaxy,Simulacion,2925,42
WarriorDragon,Estrategia,54924,75
WarriorDragon,Simulacion,46227,13
EmpireEmpire,Estrategia,21668,100
DragonGalaxy,Deportes,54021,3
QuestQuest,Aventura,38128,46
DragonWarrior,RPG,60311,23
WarriorDragon,RPG,17549,51
DragonWarrior,Estrategia,21830,44
EmpireWarrior,Simulacion,2901,2
DragonQuest,Estrategia,40864,75
DragonWarrior,Simulacion,22889,60
GalaxyWarrior,Estrategia,3182,51
QuestLegends,Accion,58067,6
QuestQuest,Aventura,54128,75
GalaxyGalaxy,Estrategia,47459,59
LegendsWarrior,Aventura,25504,26
DragonQuest,Aventura,47138,38
DragonQuest,RPG,6846,85
GalaxyLegends,Simulacion,14207,62
LegendsEmpire,Accion,39576,6
EmpireLegends,RPG,35233,31
LegendsWarrior,RPG,67461,81
DragonGalaxy,Estrategia,50175,46
EmpireWarrior,Simulacion,11789,79
QuestGalaxy,Aventura,12513,59
DragonEmpire,RPG,48123,55
WarriorEmpire,Deportes,47684,53
WarriorGalaxy,Aventura,51007,18
QuestLegends,RPG,36041,53
GalaxyGalaxy,Simulacion,54351,78
WarriorDragon,Simulacion,10874,80
EmpireDragon,Aventura,38944,32
DragonEmpire,Estrategia,14715,11
LegendsWarrior,Simulacion,69390,88
EmpireLegends,Accion,12435,89
EmpireDragon,Aventura,7629,35
WarriorGalaxy,Aventura,41355,80
DragonDragon,Deportes,15802,7
DragonLegends,RPG,31379,48
WarriorLegends,Estrategia,48023,2
LegendsLegends,Deportes,51295,18
EmpireEmpire,Aventura,31836,77
GalaxyQuest,Simulacion,626,97
LegendsQuest,Accion,53770,99
WarriorLegends,Deportes,49153,3
GalaxyGalaxy,Simulacion,19636,90
LegendsQuest,Deportes,11843,97
QuestWarrior,Estrategia,68070,0
QuestQuest,Simulacion,21436,39
EmpireDragon,Deportes,29932,100
EmpireQuest,Estrategia,50334,27
WarriorGalaxy,Estrategia,1175,35
QuestQuest,Simulacion,14882,76
QuestWarrior,Simulacion,46468,37
WarriorQuest,Accion,66266,94
GalaxyEmpire,Aventura,41545,1
LegendsWarrior,Aventura,67069,3
WarriorWarrior,RPG,24247,84
EmpireWarrior,Estrategia,52867,22
LegendsLegends,Estrategia,35516,88
LegendsWarrior,Accion,30167,70
EmpireLegends,Aventura,69620,79
WarriorWarrior,Accion,61777,20
DragonWarrior,Estrategia,1687,55
WarriorDragon,Accion,7395,73
QuestDragon,Accion,19436,62
LegendsGalaxy,Deportes,1061,87
DragonWarrior,RPG,26801,39
WarriorDragon,Simulacion,37678,1
WarriorEmpire,Deportes,63366,71
QuestLegends,Accion,12320,87
QuestDragon,Estrategia,7116,94
DragonQuest,Aventura,9023,93
GalaxyQuest,RPG,23141,73
DragonGalaxy,Simulacion,3550,82
WarriorLegends,Simulacion,51915,79
LegendsDragon,Accion,58366,9
QuestWarrior,Aventura,32694,5
DragonQuest,Estrategia,37925,60
QuestLegends,Simulacion,53949,39
LegendsDragon,Accion,22417,43
QuestDragon,Simulacion,36359,9
EmpireEmpire,RPG,11263,95
EmpireQuest,RPG,34733,75
LegendsWarrior,Estrategia,15163,48
QuestLegends,Estrategia,36180,56
GalaxyLegends,Aventura,22485,11
QuestQuest,Estrategia,13471,61
GalaxyWarrior,RPG,40699,91
EmpireGalaxy,Estrategia,31011,48
QuestQuest,Accion,65355,34
EmpireLegends,Accion,10542,27
GalaxyDragon,Accion,28424,71
DragonWarrior,Accion,29553,65
QuestEmpire,Simulacion,14372,95
DragonQuest,Estrategia,59646,95
WarriorLegends,Aventura,13701,38
WarriorLegends,Accion,3972,3
LegendsLegends,Aventura,1218,44
DragonLegends,Aventura,65123,43
GalaxyGalaxy,Accion,6952,52
GalaxyLegends,Estrategia,42980,100
QuestWarrior,Accion,40480,93
QuestQuest,Estrategia,1257,30
WarriorLegends,Simulacion,39317,25
DragonEmpire,Simulacion,52192,17
WarriorEmpire,Estrategia,27633,20
QuestGalaxy,Deportes,36888,56
DragonGalaxy,Accion,19323,40
GalaxyWarrior,RPG,8366,78
DragonGalaxy,Estrategia,46859,96
DragonGalaxy,Deportes,67298,72
LegendsLegends,Accion,10452,40
EmpireQuest,Accion,39335,32
GalaxyLegends,RPG,22162,47
WarriorQuest,Estrategia,65442,31
QuestGalaxy,Aventura,10935,85
LegendsGalaxy,RPG,24719,24
WarriorWarrior,Aventura,53341,22
DragonDragon,Accion,31185,30
EmpireDragon,RPG,8073,80
LegendsQuest,Deportes,24962,83
WarriorQuest,Aventura,43938,72
DragonEmpire,RPG,47514,56
DragonDragon,Simulacion,11409,33
EmpireQuest,Aventura,54083,41
DragonDragon,Deportes,32614,23
LegendsLegends,Deportes,38305,33
LegendsEmpire,Estrategia,21891,99
LegendsEmpire,Aventura,66594,50
EmpireQuest,Simulacion,25204,62
WarriorEmpire,Deportes,37089,58
LegendsLegends,Estrategia,67059,57
GalaxyQuest,RPG,61682,29
DragonEmpire,Estrategia,12250,26
GalaxyGalaxy,Estrategia,54467,37
GalaxyQuest,Simulacion,15795,47
EmpireLegends,Accion,48239,38
DragonGalaxy,Accion,49915,9
QuestWarrior,Accion,51689,41
QuestQuest,Accion,53687,36
WarriorDragon,Deportes,30887,92
DragonQuest,Simulacion,39534,92
LegendsWarrior,Accion,49056,81
LegendsDragon,Deportes,53536,91
LegendsQuest,Deportes,53983,68
QuestEmpire,RPG,59663,1
QuestEmpire,Estrategia,26927,51
QuestQuest,Deportes,18296,30
EmpireDragon,Simulacion,34381,8
WarriorGalaxy,Aventura,26091,90
WarriorDragon,Simulacion,3283,67
LegendsGalaxy,Accion,20316,24
WarriorDragon,RPG,50696,34
EmpireGalaxy,Deportes,19179,14
EmpireWarrior,Estrategia,34765,33
QuestLegends,Accion,22992,46
WarriorGalaxy,Deportes,68654,19
DragonLegends,Estrategia,48811,25
GalaxyDragon,Estrategia,39672,39
GalaxyQuest,RPG,9780,58
WarriorEmpire,Deportes,66647,12
GalaxyWarrior,Deportes,32812,36
GalaxyLegends,Estrategia,58034,79
GalaxyGalaxy,Simulacion,1257,45
DragonDragon,Simulacion,63588,20
LegendsQuest,Aventura,64174,24
WarriorDragon,Estrategia,16743,44
DragonWarrior,Simulacion,41621,6
QuestWarrior,Simulacion,28430,5
LegendsWarrior,Deportes,47772,59
GalaxyQuest,RPG,59505,37
LegendsWarrior,Estrategia,53116,43
QuestQuest,Aventura,8122,42
GalaxyWarrior,Estrategia,34012,5
LegendsWarrior,Estrategia,12750,42
EmpireEmpire,Simulacion,31470,14
QuestLegends,RPG,11433,86
WarriorWarrior,Simulacion,66438,78
GalaxyGalaxy,Deportes,1873,27
WarriorLegends,Aventura,69607,19
QuestWarrior,Simulacion,35502,37
GalaxyLegends,RPG,35011,31
LegendsQuest,RPG,15271,50
DragonLegends,Aventura,36194,93
LegendsWarrior,RPG,15973,35
DragonEmpire,Accion,34748,78
LegendsDragon,Estrategia,22950,83
QuestQuest,Deportes,64362,15
GalaxyEmpire,Deportes,25892,22
QuestGalaxy,Accion,24536,48
EmpireWarrior,Estrategia,64950,26
GalaxyQuest,RPG,38640,9
QuestLegends,Estrategia,25745,93
QuestWarrior,Simulacion,32441,51
GalaxyWarrior,Deportes,64344,40
GalaxyLegends,Accion,26261,71
DragonLegends,Simulacion,2438,76
EmpireEmpire,Aventura,6252,49
DragonDragon,Accion,66483,97
DragonDragon,Aventura,19480,91
DragonDragon,RPG,46041,50
QuestQuest,Simulacion,53925,11
GalaxyEmpire,Estrategia,51820,79
EmpireEmpire,RPG,35448,100
WarriorGalaxy,Simulacion,60730,13
LegendsWarrior,RPG,64501,59
LegendsEmpire,Simulacion,38888,18
EmpireGalaxy,RPG,10612,13
EmpireGalaxy,Simulacion,4764,82
GalaxyGalaxy,Accion,34526,77
WarriorDragon,Aventura,14289,56
WarriorGalaxy,Simulacion,27007,65
LegendsGalaxy,Deportes,69053,42
DragonLegends,Estrategia,1005,14
QuestQuest,Accion,30562,44
EmpireQuest,Estrategia,57353,84
QuestQuest,Simulacion,63847,48
GalaxyQuest,Aventura,45848,16
EmpireQuest,Aventura,53175,13
WarriorWarrior,Aventura,11756,60
QuestGalaxy,Deportes,69572,41
DragonGalaxy,Accion,5537,40
GalaxyQuest,Accion,1418,5
DragonQuest,Accion,8235,100
EmpireLegends,Aventura,27193,55
GalaxyGalaxy,Estrategia,64990,65
WarriorDragon,Simulacion,43217,20
WarriorEmpire,RPG,32028,21
WarriorDragon,Accion,4529,27
WarriorDragon,Aventura,49489,32
GalaxyLegends,Accion,64699,69
GalaxyEmpire,Deportes,67773,29
LegendsEmpire,Simulacion,26774,87
GalaxyEmpire,Estrategia,41007,61
GalaxyLegends,Estrategia,36860,18
WarriorLegends,Aventura,18286,33
